Name,id_Number,ExposureTime
Eva Saenz,80167196307077194,8.0
James Rodriguez,80647199204054103,8.0
Nancy Bennett,12358201107226863,8.0
Rebecca Walker,52831196007257019,8.0
Anthony Heard,27783198509161402,8.0
Lorraine Butler,91357201909147545,8.0
Shawn Way,85801193707146136,8.0
Evelyn Amrhein,55813194307088342,8.0
Jacob Boyd,58873198511161132,8.0
Beryl Robinson,53588199705165253,8.0
Robert Roldan,25702201612046787,8.0
Leona Capers,70309195707205501,8.0
Agnes Cohen,81690201202021704,8.0
Marlene Thayer,15386200901132030,8.0
Shannon Naylor,38301199506166427,8.0
Ella Thompson,92637197102261337,8.0
Myra Canal,66311195206042134,8.0
Christine Barnes,31961198508044251,8.0
Kristin Mejia,46482198412148784,8.0
Molly Murphy,24263199010194564,8.0
Elsa Swanson,77277195202297947,8.0
Norris Zeigler,61505196811079893,8.0
Ronna Spears,86828194504247385,8.0
John Moreau,32658199304042926,8.0
Daniel Krigger,34585195911056706,8.0
Donald Brown,19215195312052777,8.0
John Cooley,83859201512257767,8.0
Bertha Coston,34897193401292333,8.0
Felicia Taylor,52147195604236752,8.0
Brian Walker,88027199611236681,8.0
Dale Boyd,24476195701115733,8.0
Rosa Warren,63573197212082984,8.0
Lisa Clayton,24188198003271004,8.0
Violet Hendrick,10265201402112799,8.0
Inez Feldman,11104200501061996,8.0
Teresa Jack,11723199801279146,8.0
Tiffany Nelson,37325197509016263,8.0
Matthew Sanchez,20172193907141050,8.0
Keith Lowry,74659199108113621,8.0
Merrill Paget,47896199406114925,8.0
Gayle Hern,21099201511298594,8.0
Jose Ramos,40339201509134145,8.0
James Fisher,93591200807112900,8.0
Walter Moore,10829201308317448,8.0
Leroy Wood,55822198301063408,8.0
Jennie Tada,68915194212105979,8.0
Wanda Love,77212199310227841,8.0
Valerie Locke,33676193701124836,8.0
Miguel Brothers,86310201303082253,8.0
Lisa Cook,42088195804196775,8.0
Matthew Winkler,80388194812259661,8.0
Candida Gerveler,71223201509032562,8.0
Christopher Goudreau,19333198108132574,8.0
Lucile Humphrey,62745198701283140,8.0
Kathryn Kowal,86401200005131067,8.0
Jeanette Futrell,19619199811158307,8.0
Dorothy Eddie,66106193310183619,8.0
Derrick Yeager,27007194407153900,8.0
Mary Wedeking,37389198810259448,8.0
James Stockton,49364199610199008,8.0
Tiffaney Lyons,93365201606295900,8.0
Donald Ezell,61761197305014858,8.0
Richard Duff,94953201906188947,8.0
Regina Parker,30353195111199762,8.0
Melvin Hancock,69329197108138876,8.0
Edward Heaney,33749197102246746,8.0
Thomas Felix,61658201405167864,8.0
Kenneth Fox,96358198407153724,8.0
Cynthia Grubb,22921199806202877,8.0
Myrl Cooper,22612199307188785,8.0
Reina Puulei,81381201307133198,8.0
William Brown,85011196803085722,8.0
Mary Mckinney,24496198811122444,8.0
Shelly Cortes,15381198606182300,8.0
Anna Mathison,53205193505044980,8.0
Tracy Richmond,64487201108247449,8.0
Darrell Mcfadden,47671197507107128,8.0
Rory Carter,17587193904272250,8.0
Nicole Lea,26398193203254116,8.0
Louise Boyden,48730197803304473,8.0
Gregory Lundgren,11100199308162066,8.0
Beverly Westbrooks,24875195709211951,8.0
Julia Walker,13766200612063867,8.0
Domitila Lenoir,95434200411209389,8.0
Ralph Romero,63059197404073709,8.0
Christine Okura,34140193812162251,8.0
Barbara Shook,94118198109132500,8.0
Malissa Anderson,96929199809153748,8.0
Branden Rauer,37657196411244420,8.0
Michael Walters,52106200012168642,8.0
Pamela Taylor,77025199106014205,8.0
Helen Clendenen,65548200101019785,8.0
Tonja Helm,67651196204181912,8.0
Michale Carter,26525197604295357,8.0
Allyson Boone,64681193106145440,8.0
Frederick Ransom,37454196710225065,8.0
Dwight Bustamante,16828199302151416,8.0
Dave Simonson,58558195909191887,8.0
Edward Ross,87591193507155763,8.0
Lorraine Perez,24634199605181287,8.0
James Norris,80265196901296836,8.0
Richard Rivera,22362198809216697,8.0
Melissa Uy,55436201111302121,8.0
Tonya Duvall,53993195112092845,8.0
Richard Perrette,54075195705063238,8.0
Steven Givens,16305201409133528,8.0
Terry Havens,10570201810022754,8.0
Richelle Chaplin,22688194302118214,8.0
Karen Johnson,52805199412012155,8.0
Joshua Schmal,78758200302046252,8.0
Lila Wells,37625199504085662,8.0
Corey Chasten,91807193701086512,8.0
Maryln James,31252200905165439,8.0
Mark Washington,65717198003201451,8.0
Ashley Howard,12308200903168791,8.0
Gladys Brahler,64299194003198967,8.0
William Newton,79175194902263335,8.0
Loretta Mooney,23459199805113070,8.0
Kenneth Malloy,27572200002026856,8.0
Terry Peters,68096201805319345,8.0
Lynn Jenkins,65286199004117813,8.0
Jeffrey Allen,16186198012138476,8.0
Roseann Jeanette,61426201512109503,8.0
Patricia Howell,72464200906102923,8.0
Thomas Lien,50717195604104339,8.0
Nancy Moyer,21340195709108059,8.0
Lamont Smith,75267193511236629,8.0
Keven Hill,38617201009207808,8.0
Sara Rigney,29962195904132802,8.0
Kim Green,65436197802025046,8.0
David Atherton,44528196901182934,8.0
Colin Brown,95725201102249256,8.0
Maria Mchenry,80746198110157748,8.0
Margie Patterson,67007193903298302,8.0
Gretchen Goodson,82486200210176161,8.0
Roberta King,22932197605276214,8.0
Brian Nash,83646197411299428,8.0
Kristy Sroka,57525196510304797,8.0
Mildred Lockhart,57139201312178139,8.0
Sandra Wick,70829196003086486,8.0
Robert Patridge,40083201110084491,8.0
Stacy Grissinger,76257199401045603,8.0
Dorothy Cunningham,71676195906064949,8.0
Nettie Morrow,80613193712038180,8.0
Sally Hays,17188201608034903,8.0
Mary Biros,44187200905089771,8.0
Gary Blackshear,91291200312084840,8.0
Maria Jones,13671198804302129,8.0
Carla Natale,79612194705167922,8.0
Val Whitehair,45022196312165675,8.0
Nicholas Redden,26967193602159386,8.0
Michael Kemppainen,81919199701218840,8.0
Traci Garcia,43511197303276583,8.0
Ruth Miller,36205194203311229,8.0
Marie Snelgrove,77987196602159263,8.0
Sylvia Chavira,73203196705269392,8.0
Taylor Littlejohn,73452198007299863,8.0
Tyler Cook,17602193310255479,8.0
Richard Flanagan,90480201502173892,8.0
Laura Berry,22588200510212013,8.0
Steven Chacon,23737200404151073,8.0
Donna Allen,68208193810255215,8.0
Emily Farris,53324194604034289,8.0
Linda Tarwater,51561194510272923,8.0
Nathan Zent,18823199603186713,8.0
Michael Macleod,28367201310104991,8.0
Marianne Duran,36826195310313192,8.0
Bill Forrest,89265193501169290,8.0
Tracy Mallory,72463200903087707,8.0
Billie Stewart,82965196311239024,8.0
Gary Clarkson,78796194903128090,8.0
Kimberly Trembley,85709200211092434,8.0
Steve Southwood,51108196604153688,8.0
Douglas Jaquet,39220200308169561,8.0
Josephine Oakley,50324194002279075,8.0
Megan Rhoades,81470196903074241,8.0
Kristen Huneycutt,41890199007095722,8.0
John Andrews,30694195203188601,8.0
Beatrice Peterson,18490193902033169,8.0
Mary James,91308193109238683,8.0
Brad Rowe,63930200505063894,8.0
Beulah Richerson,69393198305244221,8.0
Russell Gannaway,89966194304235780,8.0
Crystal Scott,38815197704042271,8.0
Carl Morris,94245201102081045,8.0
Henry Reyna,87153198610023290,8.0
Brian Snook,60180194904168465,8.0
Teresa Vasquez,12847201712203523,8.0
Barbara Brunell,31823201605249720,8.0
Larry Vincent,13754198508158289,8.0
Frank Kelley,92647197510204672,8.0
Martha Boone,27607196803067675,8.0
Jason Mercure,43957197005306448,8.0
Danika Samber,71726196702287255,8.0
Norman Gold,10467195110055015,8.0
Stacey Ricketts,41958197010122713,8.0
Karen Graham,62032197501047925,8.0
Loretta Raynor,79676197207027044,8.0
Tresa Riendeau,11822195003031751,8.0
Michael Collelo,80413199002155368,8.0
Catherine Baugh,64814196305259725,8.0
Michael Morrison,90426196108222744,8.0
Eddy Williams,62791201611212048,8.0
Theresa Loomis,69095201603262394,8.0
Harold Stubblefield,78214196007149970,8.0
Christine Vanlue,31991195405048689,8.0
Christine Dubow,29009199505187555,8.0
Audra Hofmann,54259197207097083,8.0
Rebecca Williams,89367198205277407,8.0
Clemente Williams,66329198704053474,8.0
Alexander Waldron,18082193905248940,8.0
Lindy Washington,72466194212085712,8.0
Dawn Smith,71291201910052431,8.0
Brian Randolph,72711194403221136,8.0
Jane Curtis,43523195807314850,8.0
Joseph Dobransky,95481194702044968,8.0
Eric Breunig,61538199407282675,8.0
Maryjo Wilder,18574196701219059,8.0
Keith Looney,35976199511089450,8.0
Susan Valencia,56362196708194165,8.0
Delores Melton,40836198205046483,8.0
John Parker,74288196008221929,8.0
Torie Clarke,75033200606045482,8.0
Marilyn Nelson,89267195210177619,8.0
Roberto Harding,19629199606264904,8.0
Carole Dodson,26613200702124517,8.0
Evelyn Prather,28379196701134187,8.0
Larry Sheehan,21525198704198607,8.0
Larry Watkins,17466199009082480,8.0
Charles Jennings,52743194602083940,8.0
David Crossen,36751197803233256,8.0
Shelby Bingham,31338199803292097,8.0
Jeffery Hawks,14979195007163390,8.0
Jack Riggs,92391201902258174,8.0
Caroline Byrd,15520201806241694,8.0
James Sorell,78976199210281076,8.0
Michael Lopez,27100197704024112,8.0
Kenneth Nelson,45848201810314255,8.0
Julius Hall,82090196009109343,8.0
Amy Bunch,85980193801168290,8.0
Edward Thompson,16046196008255462,8.0
Patricia Thorton,39218198006044528,8.0
Dorothy Talley,58366200111032580,8.0
William Munoz,34256200603042542,8.0
Anita Klapp,70578196008059050,8.0
Linda White,16582197411057310,8.0
Ashley Kramer,56124195404077981,8.0
Billy Balderas,18566199806165568,8.0
Barbara Soria,93907198005239184,8.0
James Harrington,60208195911113801,8.0
Carlos Hernandez,27154195901299777,8.0
Lisa Leonard,43062197305195697,8.0
Oscar Stewart,41773197905249886,8.0
Bobby Angelini,71555195504061510,8.0
Sarah Lukow,53100197811019255,8.0
Katherine Boulanger,90380194106296179,8.0
Patrick Ramos,69449196911115023,8.0
Ashlee Younger,32525196602289672,8.0
Ron Lantrip,47312196003249208,8.0
James Weisgarber,70129202004275227,8.0
Mildred Guajardo,76472199911021615,8.0
Oscar Simon,44831199404149279,8.0
Sandra Torres,73003201503215107,8.0
Steve Bedward,38080197308187408,8.0
Pamela Rankin,88255198906079316,8.0
Jake Whetstone,32886197601119670,8.0
William Lovett,91854194405274523,8.0
Brian Hassett,27264195705316591,8.0
Theresa Gonzalez,66024200312122907,8.0
Dianne Perez,75949196603083160,8.0
Jack Smith,45298198307222807,8.0
Debora Parisi,51790196803114819,8.0
Danielle Foster,96292195109243411,8.0
Guy Jones,15028199207213392,8.0
Terry Leona,46991201503168120,8.0
Elizabeth Waiters,28186199904297710,8.0
Julia Ables,68264199404035686,8.0
Robert Rogers,37853199103038364,8.0
John Black,20417195601147161,8.0
David Jones,92414198202167922,8.0
Christopher Vanhandel,42727194107242032,8.0
Tom Hill,10856198304088876,8.0
Dale Baker,84829197811275562,8.0
Raymond Taylor,61050198601066240,8.0
William Stuart,27166200711077291,8.0
Craig Clark,53965194212025529,8.0
George Ayala,74182201204262265,8.0
Christopher Cram,15550198507153175,8.0
Eleanor Anderson,33174201807267482,8.0
Wendy Johnson,51279193807197501,8.0
Richard Creighton,70163198102273639,8.0
Joyce Raymond,53128194309063064,8.0
Nellie Atwell,82354198008194945,8.0
Wayne Gibb,83360200511129685,8.0
Rachele Stevens,85129195607105145,8.0
Mary Buckner,48191197801017957,8.0
Beverly Vanblarcom,26396199207028916,8.0
Andrew Barron,53273198906143532,8.0
Isidro Arimoto,51114195109291244,8.0
John Pichardo,89126199001183028,8.0
Lisa Garner,47685193303042055,8.0
Shellie Selph,53282201101074353,8.0
Leslie Ricketts,30104198409177383,8.0
Marion Merrifield,79523198312108213,8.0
Joseph Edge,60479198611224987,8.0
Lester Taylor,13851196806303151,8.0
Elizabeth Smith,29966196410013809,8.0
Robert Jackson,15232201910148801,8.0
Brandon Drumgoole,79051196405102940,8.0
Deanna Lightfoot,49716198406172145,8.0
Heidi Burkhard,92451195604108790,8.0
Theresa Huffstetler,61519196002199660,8.0
Michael Farmer,20427196407052008,8.0
Gerard Braun,39011200910119522,8.0
Walter Hill,31136193901092721,8.0
Milissa Burgess,44996201404111780,8.0
Samantha Garza,83361193403035998,8.0
Phyllis Mayton,62124197411025220,8.0
Ludie Wittkop,45981193308195801,8.0
Cheryl Dooley,66377200105011943,8.0
Gloria Ambrose,89748197704028381,8.0
Jose Mcallister,87612200707201032,8.0
Mildred Lear,26840201001039970,8.0
Maria Hunter,42398196007141064,8.0
Tierra Lester,94911195804074818,8.0
Michael Yokley,44873194609036807,8.0
Charlene Jernigan,82660195708215659,8.0
Jerry Laudenslager,66638201708209254,8.0
Brenda Smith,61747194008034558,8.0
Tracie Hackney,75999199805204134,8.0
Thomas Vanaria,77065197408137694,8.0
Ronald Rose,55223194808035199,8.0
Anne Duke,36421200406286837,8.0
Sheridan Mcgrew,14443194903219469,8.0
Rachel Pullon,30567196908171458,8.0
Harriet Koenig,90763193705038028,8.0
John Wagers,29657196603287039,8.0
Judy Stone,39510201810192271,8.0
Ruth Mcdaniel,46991198601175168,8.0
Richard Matelski,53302197202169700,8.0
Tina Yowell,98958200101302467,8.0
Mary Saylors,89489195209183105,8.0
Ava Mead,31595201306144588,8.0
Eugene Miller,54164199212302107,8.0
John Strong,69999198111059663,8.0
Lillian Davis,30423195109072465,8.0
Cheryl Tomasini,23705201512211116,8.0
Leeann Lane,79889201804196406,8.0
Linda Costello,79626198103069949,8.0
Spencer Randle,45337199708072473,8.0
William Panza,51939202002136935,8.0
Inez Kingsley,12657193901013840,8.0
Cathy Rollins,80942200411228916,8.0
Paul Ickes,85678193207101940,8.0
Essie Castleberry,41184197108104149,8.0
Lucille Island,47988193804162388,8.0
Mary Steward,20592199206229641,8.0
John Hart,57906195909025317,8.0
Lillian Rosa,78242196408035276,8.0
Patricia Bennett,48341197403151298,8.0
Gladys Pinkleton,40385201511044305,8.0
Ladonna Fitch,19867197401129589,8.0
Candice Williams,15593195401112128,8.0
Millard Erickson,88982195508249233,8.0
Kelly Ring,39234195904186709,8.0
Catherine Branner,34055199710183258,8.0
Sheree Severs,36769202003055168,8.0
Ivan Hudnell,22442197910182764,8.0
Richard Roller,66487201112033954,8.0
Petra Boyd,19647201208295353,8.0
Juan Anderson,17209195602156231,8.0
William Bowles,29343199901249311,8.0
Carl Brown,13756196109068663,8.0
Sheila Gallagher,79601196712062438,8.0
Charles Roberts,89386196902243820,8.0
Sammie Horton,50571200908115379,8.0
Vera Larson,77646196910087599,8.0
Tonia Arrington,39816195406308205,8.0
Arlette Deno,81509201003272213,8.0
Josephine Walters,62266199403126075,8.0
Randall Nee,31353201102143281,8.0
Stephen Parish,61312196004208617,8.0
Joanne Baker,78052195611278635,8.0
Nathaniel Remus,52815201801037586,8.0
Anne Pullen,67792200011284457,8.0
Kathleen Fitzpatrick,68265201907248727,8.0
Mark Huffines,50167194909083675,8.0
Edgar Province,19686197002198143,8.0
Neal Larson,43470195111117363,8.0
Donald Grau,58864197901235789,8.0
Kenneth Haro,13172198107194738,8.0
Lydia Wash,48526200103309175,8.0
Deloris Estrada,23552200903186629,8.0
Linda Molitor,13269197112219398,8.0
Kathy Moore,28198200304196505,8.0
Tracy Mcdonnell,30094198301239865,8.0
Joyce Allen,58507200507275329,8.0
Charlie Griffin,89750199202149234,8.0
William Barkdoll,15634198011154994,8.0
Evelyn Corey,40704193702218551,8.0
Regina Maranda,25984200303043093,8.0
Jack Veit,23885195603033443,8.0
Bernard Helmer,97680199502033452,8.0
Kenneth Abrams,12055195503227870,8.0
Scott Patton,89607200610082975,8.0
Alicia Patel,12771194512081906,8.0
Martin Martin,26455200510279939,8.0
Donald White,30231201612149080,8.0
Michael Caswell,85221200910098666,8.0
Destiny Nyman,74550201701139397,8.0
Eric Booker,26871199803147548,8.0
Charles Mandel,60625198006269889,8.0
Robert Rufener,91804199006035673,8.0
Bruce Rodriguez,67961197710056040,8.0
Devin Morrison,36698194504273380,8.0
Joyce Nelson,45510198310153022,8.0
Aubrey Bethea,38482198404098782,8.0
Amber Richardson,49102199504197656,8.0
Deborah Rivera,16962197109287954,8.0
Sheila Hemstreet,76533197212106264,8.0
Evelyn Jones,29344193307208569,8.0
Star Silva,17527193011068985,8.0
John Landreth,81493198011152392,8.0
Arlene Connolly,70522194811161265,8.0
Hillary Moore,66354200012034166,8.0
Patti Belz,57018196107218749,8.0
Barry Moore,64847201412162390,8.0
Rosemary Perez,24914197604051914,8.0
Joel Dorsett,45817193407261505,8.0
Francis Brayman,73959196607254396,8.0
Genevieve Menefield,83201200703301706,8.0
Evette Averitte,12890200012136704,8.0
Richard Reckart,33102196802109116,8.0
David Curry,47269198109265341,8.0
Anthony Gebo,65978199903137950,8.0
Brenda Thompson,80308201906195865,8.0
Pamela Carter,56959200911156960,8.0
Marvin Rady,37200197212244955,8.0
Natasha Galarza,42229196705308140,8.0
Vivian Ventura,65296195604111835,8.0
Arturo Quinn,71209194806068180,8.0
Amanda Michna,78183193507114848,8.0
Kirk Walton,73107200201203546,8.0
Eric Atkins,33116199106127210,8.0
Todd Griffin,65226196009017728,8.0
Andrew Juarez,42698195810149917,8.0
Carol Richardson,54487200111049528,8.0
Susan Herrington,74736196509303937,8.0
Rosemarie Tompkins,81933197008053481,8.0
Phillip Stevenson,31462195804153961,8.0
Helen Follansbee,17470195609293411,8.0
Phyllis Allison,89705200306309444,8.0
Joseph Jones,73327196504175777,8.0
Adam Luna,31042200204049236,8.0
Carol Pomerleau,56425199611279492,8.0
Sarah Kaplan,89688198712105090,8.0
Gary Strickland,96325193801125179,8.0
Michael Duncan,10530196610096214,8.0
Kelly Carlson,99239197101282663,8.0
William Adams,13488195009085698,8.0
Linda Fuhr,48392196908264689,8.0
Ehtel Thompson,38760199104083082,8.0
Dora Jobe,77166197202085197,8.0
Donald Bennett,87023193012028590,8.0
Timothy Tracy,75939195106033969,8.0
Deana Chambers,59428198401207820,8.0
Susan Mccauley,46527194008121187,8.0
Bernice Pessin,12842200409186752,8.0
Aaron Jones,22363196908218633,8.0
Alma Felton,29971195509029368,8.0
Chong Catalano,68283201102274213,8.0
Joseph Perkins,56321201609025750,8.0
Ralph Brown,96122195803079418,8.0
Heidi Howell,30223201409071728,8.0
Matthew Booker,57588197904289937,8.0
Stanley Hughes,36274199906173534,8.0
Jose Perkins,37812199910094400,8.0
Leslie Stotts,71554199610098848,8.0
Edward Bailey,54368194811108302,8.0
David Moore,61441201402052204,8.0
Mary Gannaway,92744197501151210,8.0
Melvin Tomblin,76035199504228282,8.0
Dottie Bickmore,50180199610191102,8.0
April Howard,76808200604186049,8.0
Earl Carter,70450200802043950,8.0
Chester Caffrey,12080195708017185,8.0
Robert Barton,56169199405309162,8.0
Mark Felix,83155201906156120,8.0
Sheryl Skinner,26317194809023871,8.0
Christopher Kirk,49325200607059480,8.0
Sara Alexander,22532196009054408,8.0
Corey Phillips,97500198107042213,8.0
Elijah Bryant,12701201708127287,8.0
Raymond Douglas,85984200911272394,8.0
Luther Hankins,11057201208128679,8.0
Hermine Rubio,60640201404082291,8.0
Emily Spaulding,58483196405106011,8.0
George Gehl,29084201203093775,8.0
Mavis Giacomini,46015195309057151,8.0
Fallon Garcia,53999196305214399,8.0
Zoe Lehman,40719197209031952,8.0
Harry Medill,64155197203289723,8.0
Chris Smith,69956200104245751,8.0
Tiffany Hughes,71947197309255840,8.0
Samantha Obrien,94914196809189549,8.0
Robert Williams,26994201304206024,8.0
Erasmo Rodriguez,68286198812122953,8.0
Helen Bilyeu,57004201208085336,8.0
Steven Sandi,47713199901205941,8.0
Betty Jackson,61305198104231336,8.0
Dennis Jahnke,90546195412161767,8.0
Michael Young,66480195302048682,8.0
Florence Harrell,95648199102135589,8.0
David Cena,27775197707039190,8.0
Francis Lopez,84442198701137890,8.0
Katherine Pennell,52272197608234291,8.0
Joseph Elkins,31353199006285660,8.0
Pauline Holland,54789198910161178,8.0
Donald Ballance,34778201902026348,8.0
Marquitta Givens,66061196505187343,8.0
Sarah Regalado,79752201304017354,8.0
Carlos Rester,30567201606304396,8.0
Elizabeth Steelman,82976195806157649,8.0
Benny Smith,92959200411301881,8.0
John Dover,32605196002024940,8.0
Reynaldo Bailey,39017198405144659,8.0
Thomas Burris,39470195003311148,8.0
Melvin Wagnon,28526195304199648,8.0
Donna Summers,65165201502251897,8.0
Nicole Fisher,55054198405056999,8.0
John Austin,21929201508185431,8.0
Jessica Floyd,24989200401016068,8.0
Nancy Stedman,64517195406232961,8.0
Raymond Conley,88282193304139096,8.0
Erik Rival,86167198911146649,8.0
John Foss,79376195801117234,8.0
Christopher Collins,57370201104167678,8.0
Jose Mason,62347195012046322,8.0
Betty Porter,45187193408013411,8.0
Flora Buzby,89200193712055158,8.0
Patience Brown,67468195609229904,8.0
Paul Vance,92787201309102980,8.0
Tonia Dickens,23417193312184156,8.0
Judie Cole,92830201407019807,8.0
Jacquetta Street,85624200403289638,8.0
Francis Elliot,29503198101173161,8.0
Jerry Nicholas,45819196609233841,8.0
Stephen Yant,13712198601091367,8.0
Alvaro Kovach,96509198312317369,8.0
Lisa Brown,52847200608157801,8.0
John Gabrelcik,76826201706085783,8.0
John Duncan,64883194401163393,8.0
Rudolph Fenn,79559200608115805,8.0
Sherry Rayl,45548201009158226,8.0
Brian Dunne,17372199910052643,8.0
Ted Sweat,86716200407129963,8.0
Ricky Sloss,35575195608042128,8.0
Michael Miller,82438197002245631,8.0
Georgia Bernard,28272196308303938,8.0
Jose Crenshaw,39481200606204082,8.0
Christopher Mace,29620200412156306,8.0
Mark Zigler,15420197209287526,8.0
Christi Toth,41779197806305730,8.0
Steven Jackson,99525199502049235,8.0
Victoria Cunningham,66739195505315527,8.0
Karen Walker,27815196810053908,8.0
Kathryn Goracke,42639200305144652,8.0
Beulah Clark,12551193404207149,8.0
Judith Sauredo,74989195802276401,8.0
Alyssa Martin,98883200511162962,8.0
Anthony Ellison,36677199009204177,8.0
Donald Alliston,32247194001223157,8.0
Arthur Lawrence,10490196311025538,8.0
Courtney George,20794201003138959,8.0
Eric Westmoreland,85611201407309072,8.0
Victoria Waite,21994195207128098,8.0
Marvin Kincaide,67800199611196327,8.0
Randall Hammer,64151197906013654,8.0
Stuart Marin,14800196205177933,8.0
Donna Zamarripa,51939201203011386,8.0
John Wheeler,35888200003286714,8.0
Harriet Simmons,22519200111132905,8.0
Justin Wahlstrom,25609197809233538,8.0
Carl Kjar,79397194401248681,8.0
Peggy Ramirez,62096194708245018,8.0
Lois Stanley,80451194805153169,8.0
Doris Davis,53538195705292877,8.0
Steve Koop,21633201311065821,8.0
David Wells,74652194009077012,8.0
Dannielle Woodall,39200195407145833,8.0
Scott Gross,61838201603258619,8.0
Kathryn Lee,65781198701065813,8.0
James Shoaff,88904199610095771,8.0
Barbara Mendez,47604195711092181,8.0
Louis Garner,33089195811301100,8.0
Courtney Palos,50964196712094266,8.0
Eric Vian,53547199208065207,8.0
Justin Maye,83002201911117594,8.0
Nick Riveria,53805195705204376,8.0
Gretchen Hawkins,51132201811259263,8.0
Vincent Gunderson,86928197709163935,8.0
Pedro Flynn,40211195803112357,8.0
Tara Penny,22815197001016553,8.0
Karry Dodson,99149194710213178,8.0
Kenneth Reasoner,93310200104287294,8.0
Andrea Snyder,89071200111148156,8.0
Amanda Deans,57759198109155128,8.0
Adam Olive,26735200711257485,8.0
Tony Ramirez,76226200112048131,8.0
Nicholas Wilkerson,84651201311288100,8.0
Maria Berringer,45934198012148243,8.0
Ella Jeffrie,49191200912061697,8.0
Libby Hight,28406195205197672,8.0
Arleen Ferrante,78862201301281959,8.0
William Garcia,30688200807313581,8.0
Robert Madina,79651197104301276,8.0
Nancy Mcelhaney,63990193111158758,8.0
Roy Jeffers,13005199812078690,8.0
Matthew Pacheco,32370195005053362,8.0
Roberta Cressman,13063195708143493,8.0
Christopher Killer,57090196410076364,8.0
Virginia Wooley,81507198802202110,8.0
James Macpherson,53795193511218881,8.0
Jason Lenz,91266197304086373,8.0
Linda Megginson,90421201902153296,8.0
Carl Borner,56798197908147794,8.0
Shawn Maxwell,87414196701303765,8.0
Francis Howard,69096201006161798,8.0
Marybeth Cantrelle,80744197111104719,8.0
Eleanor Miller,36679201110158268,8.0
Ana Bowen,16747194807105087,8.0
Elisabeth Volz,80562196405094704,8.0
Matthew Martell,50359193703179566,8.0
Terry Schachter,54537199701082522,8.0
Barbara Prewitt,18924199710059947,8.0
Particia Gehling,44735195710204502,8.0
James Nichols,80665199602239902,8.0
Brian Clutter,45140193009278267,8.0
Phillip Bjorklund,54797196305034567,8.0
Daisy Costello,77589201909187410,8.0
Quyen Freeman,51297194106181833,8.0
Lola Atkins,18207200109169591,8.0
Julian Nicholson,70191198801074005,8.0
Carmen Hazlett,72247201504176322,8.0
Merle Jackson,23294198809181466,8.0
John Dunaway,91512198003216830,8.0
Diane Turkus,46851195405175490,8.0
John Barrett,20169200812065436,8.0
David Brown,93112195709177847,8.0
Michelle Hebert,66923200910048816,8.0
Juliette Kim,35876201110049532,8.0
Courtney Fillare,76536197105275126,8.0
James Pousson,96214196801016474,8.0
James Kim,39610197806018820,8.0
Paula Tennant,13248198603227881,8.0
Glenn Honokaupu,68979195212307275,8.0
Maurita Barbosa,30314201706297268,8.0
John Cannon,41720193903031420,8.0
Rolf Lee,19712193905172875,8.0
Brigitte Davis,47841197910181413,8.0
David Hecht,80663200612029631,8.0
Darrell Devine,60526195008089938,8.0
Thomas Crowson,47376200111126288,8.0
Lucinda Carvajal,75029201405138232,8.0
Stanley Moscowitz,44191201905013947,8.0
Randal Koski,64442195806162526,8.0
Michael Daniels,44740198806033319,8.0
Carl Reynolds,85196194206124797,8.0
James Reed,92015198909052201,8.0
Angela Landor,74679194604063533,8.0
Cary Carillo,51342193707201258,8.0
Ray Dial,52764200804224281,8.0
Ofelia Wilson,11468200102197895,8.0
Kelli Tims,90455201811301995,8.0
John Ross,33298193805233625,8.0
Matthew Craddock,27913196204163535,8.0
Rosemarie Beeler,84099197507096291,8.0
Oscar Womack,25458198308295476,8.0
Katherine Gross,67361196306185814,8.0
Everett Martin,61672199112319053,8.0
Sonia Rommel,60580197406225457,8.0
Robert Seebach,43123200303236723,8.0
Tamara Flynn,46152200309141168,8.0
Louis Sealock,28057195202181947,8.0
Barry Long,82662199104157755,8.0
Helen Carleton,36664199602135927,8.0
John Sartain,23949197302038932,8.0
Nancy Breedlove,46839196112015609,8.0
Nancy Mathis,67805198405314301,8.0
Brian Nunez,57008197101019199,8.0
Kerry Green,28437200908016207,8.0
Michael Gobel,64543197705166592,8.0
Florence Ellis,23743196510067804,8.0
Estella Pena,23089197904152390,8.0
Denise Huff,64334193312156258,8.0
Chris Brick,54757197506152631,8.0
Kristy Redding,52254196609207706,8.0
Irene Hazen,48334200403267578,8.0
Christine Metoyer,44368193604138524,8.0
William Mcmahon,44657199402162683,8.0
Patsy Pritchett,36286195507094901,8.0
Kenny Corcoran,38123200310016448,8.0
Heather Day,44229200909189416,8.0
Melvin Glenn,67733194502129661,8.0
Jack Bollinger,57461193102266376,8.0
Jeffrey Wright,61412198512145629,8.0
Peter Oneal,46443198507031392,8.0
Annie Hudson,16408201602155403,8.0
William Shunk,74134201505269145,8.0
Susanne Culbreath,44851198101281766,8.0
Maxine Duarte,59356194307131422,8.0
Andrea Gonsoulin,59799195903184678,8.0
James Thach,56599201909011905,8.0
Craig Carroll,86497194703249038,8.0
Kevin Schrunk,70895196803102057,8.0
Chris Dinwiddie,32255195404068500,8.0
Maxine Hoggard,95922196702253323,8.0
Carl Anglea,71390196004043519,8.0
Edward Marks,84387200711115360,8.0
Brenda Breen,43229201906287655,8.0
Elizabeth Martini,77086201811199096,8.0
Melissa Pittman,80288197510256536,8.0
Dena Troutman,93385196410259006,8.0
