Name,id_Number,row_Number,seat_Number,auditorium_Number,test_result,score
"Leslie Ricketts",30104198409177383,25,14,2,NULL,72.22899451666666
"Leslie Stookey",83615198710089010,44,38,1,False,78.88693681666666
"Leslie Stotts",71554199610098848,18,50,1,False,81.13433056666668
"Leslie Stutes",17675194904123347,46,51,2,False,72.93788095
"Leslie Thompson",64662193805012475,45,64,4,False,60.62744320833333
"Lester Barnes",47954197406047825,48,3,2,NULL,68.43170511666666
"Lester Figueroa",49980194509163981,8,53,5,False,68.93455585
"Lester Hadsall",37590196203122779,20,2,1,False,71.72641389166667
"Lester Martin",60285198104259258,12,68,1,False,79.1683718
"Lester Medina",68963195907196665,8,40,3,False,64.46028295
"Lester Norton",31703201806138898,64,8,4,NULL,73.60020695
"Lester Pelletier",28971195410214875,8,55,1,False,71.30204303333333
"Lester Taylor",13851196806303151,15,36,3,False,76.808057675
"Letha Doyle",15656196105296778,24,26,3,False,76.88923623333334
"Letha Manfredi",42883200408065144,35,49,2,False,69.64330401666666
"Leticia Brush",15653196605282392,30,35,5,True,73.44344045576031
"Leticia Macdonald",77942195803105639,5,39,6,NULL,77.37642489999999
"Leticia Simmon",87344196412247254,50,39,1,NULL,73.44344045576031
"Leticia Vosmus",93572195904163820,34,20,2,False,80.006945025
"Letitia Lavole",34804195505156260,21,25,2,False,69.55311445
"Letty Phillips",65790200610237525,36,13,1,False,79.92160714166667
"Levi Knott",77130201609119042,25,25,4,False,73.44344045576031
"Lewis Bell",56456194809178636,25,11,6,False,72.36773076666667
"Lewis Emberton",52318199601226773,38,65,4,False,82.923358975
"Lewis Freed",71016195707215601,18,36,4,False,68.441547625
"Lewis Hawks",51755196104125888,4,52,2,NULL,73.68940658333332
"Lewis Pullins",59459199301126877,33,32,5,NULL,73.44344045576031
"Lewis Stutts",48585194308128871,46,49,2,False,67.81460163333333
"Lewis Tate",39196200805106140,2,66,4,NULL,84.33763460833333
"Lexie Ott",46862193510233235,54,7,4,False,64.37949540833333
"Lezlie Printup",38595201010101733,35,50,5,NULL,74.32558974166666
"Libby Hight",28406195205197672,50,27,4,False,68.11002745833335
"Lidia Harris",19326197506072811,15,10,3,False,61.30489743333334
"Lidia Lanning",55549198611139311,28,39,4,False,73.65882233333335
"Lila Meadows",79605195711068301,10,53,1,False,73.44344045576031
"Lila Wells",37625199504085662,6,41,6,False,76.29250181666667
"Liliana Cavender",99633197210094573,4,66,1,False,64.83294963333333
"Liliana Smock",69011193408055927,5,24,4,False,66.750985325
"Lillian Batty",50217197109104751,38,21,2,False,73.44344045576031
"Lillian Berry",10607193009232156,9,56,1,NULL,73.44344045576031
"Lillian Chisholm",70860198308138828,6,5,4,False,79.86358424166666
"Lillian Cole",76280199310267923,48,10,4,False,84.17654212500001
"Lillian Davis",30423195109072465,44,49,1,NULL,69.27738186666666
"Lillian Davis",67619201210168521,19,25,2,NULL,80.3320531
"Lillian Hamilton",27618201504302085,44,68,4,False,67.17101646666667
"Lillian Juneau",50656200211011453,38,17,2,True,73.44344045576031
"Lillian Knight",64266195710206517,8,23,5,False,73.44344045576031
"Lillian Lynn",68527194909126875,55,32,2,False,74.318139175
"Lillian Mcintire",79711195902279597,24,27,1,False,70.62186260000001
"Lillian Oneill",81355199212018177,28,8,6,NULL,93.81163916666667
"Lillian Patterson",52787196904271178,18,3,2,False,63.680755466666675
"Lillian Render",11135200109102751,39,49,2,NULL,73.44344045576031
"Lillian Rios",75135195508163130,49,39,2,False,76.8616282
"Lillian Rosa",78242196408035276,58,34,4,False,73.84100182499999
"Lillian Saenz",81842196804183528,27,57,1,False,64.83732324166667
"Lillian Scanlon",23528193810168000,4,27,5,False,69.92309428333333
"Lillian Thompson",50033201905221029,58,16,4,NULL,73.20238185000001
"Lillian Torres",60087193305241574,35,4,6,False,73.44344045576031
"Lillian Varner",21002200206225997,8,47,2,False,74.57335256666667
"Lillie Alvarez",20970199309184266,7,55,5,False,86.95211720833333
"Lillie Elerson",76275194410175535,28,53,4,NULL,71.36874813333334
"Lillie Hudson",22718195301184740,26,60,1,False,70.16998622499999
"Lillie Reed",97652198602147366,9,35,3,False,81.78426829166666
"Lillie Thomas",41131201603011821,39,61,1,False,72.85714925833334
"Lillie Thompson",46286195908131527,23,67,1,False,76.81301188333333
"Lilly Loynes",87672200103051552,24,42,1,NULL,79.41745693333334
"Lilly Thompson",71363201506026185,30,4,6,False,73.852506425
"Lily Johnson",20316198407091013,40,2,1,False,88.03787545833333
"Lincoln Keys",10375196901016740,53,1,4,False,70.30165840833334
"Lincoln Morris",31972195104285393,14,47,3,False,63.33862911666667
"Linda Adams",51118201810138214,14,23,6,False,73.44344045576031
"Linda Adams",80920198009065802,38,24,5,False,77.84358787500001
"Linda Antrikin",39383201405054753,1,42,3,NULL,79.501347975
"Linda Barabas",29339195505318367,19,31,5,NULL,74.62065199166668
"Linda Barker",95162198110263575,23,6,4,False,73.48888552499999
"Linda Behrmann",45365195909262070,38,52,2,False,78.77418402500001
"Linda Bess",28245196308125420,21,26,4,False,70.99601464999999
"Linda Candelaria",86750200210027717,14,3,4,False,83.44712544999999
"Linda Cooke",54268200512187641,17,8,6,NULL,85.876990825
"Linda Cooper",13629199103027430,7,19,2,False,87.09819871666667
"Linda Costello",79626198103069949,56,60,4,False,83.85494138333334
"Linda Davis",81656199508271723,25,18,6,NULL,82.16432415
"Linda Diaz",43546196610049229,20,16,6,False,77.72961720833334
"Linda Drayton",88598194604138326,15,59,2,False,66.17372891666666
"Linda Eastland",20071198502027137,17,34,3,False,86.22266208333333
"Linda Ernst",40139200507071834,36,59,4,False,87.26989101666666
"Linda Faycurry",60906194505142034,30,47,2,False,71.975624525
"Linda Flores",48230197902025173,16,33,5,False,81.94479668333334
"Linda Franks",59532196112149271,1,39,3,False,79.60122800833334
"Linda Fraser",43079196310119196,62,66,4,True,68.8846795
"Linda Fried",67104193209291048,34,25,6,True,62.19993495833334
"Linda Fuhr",48392196908264689,29,14,3,False,76.51744595
"Linda Giannotti",70623200905108169,55,39,2,False,65.839533875
"Linda Gibbs",84452195905042539,14,19,6,False,69.49563000833334
"Linda Gomes",22319197310109340,27,58,2,True,87.80713551666666
"Linda Guerrero",38124194710296146,40,26,6,False,71.59849263333335
"Linda Haggett",52060193303203030,31,22,1,NULL,66.965091575
"Linda Hernandez",59159195712306136,4,29,2,False,79.99897526666666
"Linda Holcomb",93519198805213001,38,55,1,False,78.11799905
"Linda Holford",61838197012315048,59,3,4,False,75.87605309166666
"Linda Hough",15289201311212094,24,31,4,False,76.408802175
"Linda Howell",13808193211263604,24,37,5,False,59.48002926666667
"Linda Huck",96625194406308573,41,5,2,False,52.72967211666667
"Linda Hunt",26418193705037965,59,45,4,False,73.44344045576031
"Linda Hyde",27816195408251367,53,7,4,False,66.72189286666668
"Linda Jensen",99572194103042293,57,2,4,True,73.44344045576031
"Linda Jones",16486198602127759,46,25,5,NULL,78.57357965
"Linda Kilgore",30861194903082755,39,26,3,False,71.72173166666667
"Linda Kunkel",19124199803114860,33,21,4,True,71.42078751666666
"Linda Ledon",28168198809201366,15,18,2,False,74.246641925
"Linda Lee",99185194103129253,15,6,2,NULL,56.556043925
"Linda Liedtke",22346196010171173,23,13,3,False,73.44344045576031
"Linda Lima",14679194103124547,35,27,1,False,73.44344045576031
"Linda Lowe",18200193505101549,31,9,6,NULL,68.91675640833334
"Linda Maddox",32925198308103360,35,43,6,False,82.91711903333334
"Linda Marchitto",34554200411184911,43,43,6,NULL,86.555565925
"Linda Mark",33481201605182295,25,54,2,NULL,79.95390566666666
"Linda Martinez",13598199704036050,29,26,5,False,71.34720604166667
"Linda Mcanally",25617193505315512,17,45,4,False,53.745358966666664
"Linda Mcduffie",74353201601287142,1,30,5,False,73.44344045576031
"Linda Mcginley",43651200305249588,29,4,5,NULL,91.52640840833332
"Linda Meader",96345195811144166,56,48,4,False,78.078427625
"Linda Megginson",90421201902153296,26,39,3,NULL,70.18894870833333
"Linda Molitor",13269197112219398,60,42,4,False,80.59233424166666
"Linda Mulch",90506195109278712,1,29,5,False,56.33756044166667
"Linda Nichols",69029196004143211,50,6,2,True,72.88342856666667
"Linda Olsen",45415197408173241,3,57,1,False,76.422508225
"Linda Parr",64001194110202543,22,45,1,False,59.440035699999996
"Linda Pastel",24128201908113875,16,1,6,False,73.44344045576031
"Linda Pickering",81469194406033995,7,30,4,False,66.044052175
"Linda Popovich",43277201704138217,40,1,1,False,76.27200273333334
"Linda Portillo",19348196002207242,18,7,6,False,72.03596610833333
"Linda Raborn",16977201308268199,29,1,5,False,68.84576735833333
"Linda Rasmussen",42291199509273969,22,41,4,False,82.79857505833334
"Linda Ready",19685201404193051,14,41,1,False,78.35478661666666
"Linda Reich",76327199511173324,37,66,2,False,90.42085987499999
"Linda Rice",37223196105191536,14,4,4,False,70.25305768333332
"Linda Riggs",57779197209044347,22,20,3,NULL,73.94956225833333
"Linda Ring",60506201811271612,45,50,5,False,81.647042125
"Linda Roberts",14831195701263530,20,6,2,False,82.30621976666667
"Linda Salazar",20766199109097343,31,14,2,False,83.6456282
"Linda Schmidt",95186199302184330,13,29,2,False,73.44344045576031
"Linda Singh",64702193407149869,17,25,4,False,71.80856684166666
"Linda Stone",72808195004291054,12,32,4,False,60.39607596666667
"Linda Tarwater",51561194510272923,4,28,2,False,70.36636355
"Linda Thayer",32954201003298046,33,24,1,NULL,78.16459428333333
"Linda Thomas",72756198211077019,35,48,5,False,83.48260163333333
"Linda Unterreiner",54551196912203659,1,11,1,NULL,76.49698992500001
"Linda Villalobas",12516199603206869,16,24,2,False,73.44344045576031
"Linda Ware",87774193809097201,47,26,2,False,73.44344045576031
"Linda Wethington",58805198903127789,19,32,6,True,84.02215107500001
"Linda White",16582197411057310,61,36,4,False,76.90005401666667
"Linda Wise",11573195210196574,40,41,6,False,73.44344045576031
"Linda Wooten",97502195101218688,46,1,4,False,60.82515477499999
"Lindsay Burton",13780197609035728,21,23,4,False,81.80414376666666
"Lindsay Foster",97983193202234613,27,30,6,True,63.84511628333334
"Lindsay Reiher",35376195209203419,27,32,4,True,69.22134429166667
"Lindsey Holt",65652197508036509,15,37,6,False,86.80885989166667
"Lindsey Jones",81739199203187628,2,32,4,False,82.82799449999999
"Lindsey Marzinske",70884200908319218,45,38,5,False,79.76735805
"Lindy Washington",72466194212085712,23,5,3,False,74.45915840833332
"Linh Scarberry",45371197905297438,14,15,4,False,72.1566227
"Linnea Harper",68687201504263060,7,55,4,False,75.569294875
"Linsey Koehler",67227197012095408,55,22,2,False,81.66879761666667
"Lionel Cruz",34252199911172466,13,10,2,False,73.44344045576031
"Lisa Anderson",33670201905225746,33,15,3,False,80.83352013333332
"Lisa Anthony",71605195601024268,15,66,4,False,77.06546793333334
"Lisa Barker",48020197212317449,23,10,2,True,79.590500925
"Lisa Brown",57181193609254223,24,2,5,False,49.798044875
"Lisa Brown",52847200608157801,47,7,2,NULL,82.93397892499999
"Lisa Cantin",10491193811172258,50,20,4,False,73.44344045576031
"Lisa Clayton",24188198003271004,40,2,6,False,84.90134246666666
"Lisa Combass",97929199504053086,51,65,2,NULL,91.42211719166667
"Lisa Cook",42088195804196775,33,8,4,NULL,66.87055584166667
"Lisa Cooley",25705193410304402,30,34,4,False,71.44872525833334
"Lisa Counts",54260199401077642,28,58,5,NULL,89.60565749166666
"Lisa Driscoll",53031200104258925,31,8,1,True,81.32979576666666
"Lisa Dunn",36748201901031051,17,27,2,False,71.07590748333334
"Lisa Duran",72765196505304288,7,18,4,False,71.77080033333333
"Lisa Ellis",12050194709068783,8,45,1,False,63.00407783333334
"Lisa Emry",40556193701142428,37,48,1,False,60.38724173333334
"Lisa Escalante",21611200104105818,36,31,4,False,74.17622709166668
"Lisa Esparza",49152195604094146,53,53,2,NULL,69.071211525
"Lisa Fauver",40877193108082359,42,2,6,False,59.99565383333333
"Lisa Feldman",51749195208148883,19,38,1,False,62.70703936666667
"Lisa Foust",99719200602022039,1,29,2,False,91.95928296666666
"Lisa Freeman",19102196711174338,26,13,4,False,74.0149249
"Lisa Gagne",84136200904179160,35,12,6,False,84.88736811666666
"Lisa Garner",47685193303042055,17,47,1,False,69.37985805
"Lisa Garrett",60677201112268711,36,9,1,False,81.41950545833333
"Lisa Goff",45032193903312222,9,33,3,True,69.32533239166668
"Lisa Gongalves",40405198209238913,23,54,4,False,76.15862085833332
"Lisa Green",99240199712165776,11,19,1,NULL,74.1293141
"Lisa Griffith",70274196403086083,16,19,5,False,78.10259065833334
"Lisa Harris",75426193912179649,1,50,1,False,64.37971794999999
"Lisa Hayes",22137197508276655,44,36,2,False,74.70174814999999
"Lisa Hicks",13865193409131921,3,21,5,NULL,67.61270878333333
"Lisa Iglesias",30453201603244414,1,6,6,False,76.07311169166667
"Lisa Johnson",86032199107053059,39,10,2,False,84.37677380000001
"Lisa Kimbrel",95605196807258286,28,52,1,NULL,70.47769777500001
"Lisa Lee",13184200211074655,8,50,1,False,83.66932415833332
"Lisa Leonard",43062197305195697,36,8,6,False,71.94118680833334
"Lisa Lybrand",64018196009259537,39,61,2,False,68.80368131666668
"Lisa Marsh",25552196211066207,28,28,5,False,61.083956025000006
"Lisa Mccarley",68928197801143482,13,7,4,False,80.18475274166667
"Lisa Mcdermott",44118199603038382,56,10,2,False,85.24599264166667
"Lisa Moore",67160195405073120,11,46,3,False,62.29522160833333
"Lisa Morris",83014195910134073,14,19,2,True,71.15356408333334
"Lisa Murguia",65371199506023376,54,45,2,False,72.96904667499999
"Lisa Nemeth",21738196503267720,26,50,5,False,73.44344045576031
"Lisa Nichols",92680194007181252,25,20,3,False,61.94966299166666
"Lisa Oskins",68602198007044879,14,42,3,NULL,83.072541175
"Lisa Pitonyak",33009196005039834,16,67,1,False,80.64236445833333
"Lisa Reid",59945196406257464,14,31,1,NULL,75.26000000833334
"Lisa Robinson",25493201310231731,25,13,5,False,74.80702654166667
"Lisa Rogal",14056200211143214,16,32,6,False,83.324235325
"Lisa Ruiz",37373195401075230,12,35,2,False,58.14734339166667
"Lisa Sammons",78214195412015748,38,56,4,False,61.25809339166667
"Lisa Valentine",55126200407227781,22,61,4,False,76.89926735833333
"Lisa Vassell",16840196705101781,17,46,1,False,73.44344045576031
"Lisa Vazquez",29072193604154145,46,15,1,NULL,57.82950733333334
"Lisa Walker",11699198402209679,18,6,3,False,80.17517490833333
"Lisa Weimar",86372196809188941,33,1,3,False,65.4438681
"Lisa Wheeler",93501199503062964,30,36,5,False,69.35251554166668
"Lissette Fontana",22401197804308568,39,27,6,False,71.778297625
"Liz Willhite",45378196102169949,21,62,5,NULL,73.44344045576031
"Liza Holloway",13149194511081163,4,30,6,NULL,63.957190475000004
"Lizzie Carroll",16919197503194781,10,45,2,False,65.22235070833334
"Lloyd Anderson",41676200607112932,43,1,4,False,79.723772875
"Lloyd Burton",76843194609246224,55,26,2,NULL,73.44344045576031
"Lloyd Chapin",66900195708028774,26,26,1,False,67.72877746666666
"Lloyd Cunningham",58865197809023189,14,27,3,False,79.42907598333335
"Lloyd Gooden",98754194408153444,4,8,6,True,62.95972159166667
"Lloyd Holbrook",21995198006041592,16,64,2,False,80.07862085
"Lloyd Torres",43389201401119327,25,27,4,False,80.80677836666668
"Lloyd Varron",50330200504143644,30,50,1,False,77.81605768333333
"Lloyd Zuniga",30865197807021754,47,33,1,NULL,74.73018131666666
"Loida Mckinnon",73301201912119493,3,8,3,False,54.093133666666674
"Lois Ashley",69741194008298586,31,3,6,False,73.44344045576031
"Lois Fountain",29741194912181513,3,55,4,False,76.3999029
"Lois Gonzalez",70247198707253441,14,11,1,False,91.4542262
"Lois Greene",49528200112027327,50,12,2,False,80.20914284999999
"Lois Hyde",97800194710171103,10,1,6,False,73.44344045576031
"Lois Jantz",29409201504194319,24,27,5,False,75.75740568333333
"Lois Kitchens",28840196006091569,15,11,5,False,67.62230219166666
"Lois Mcguinn",80437200502042852,22,18,1,False,81.96428570833334
"Lois Pipkin",83459198308266617,5,10,2,True,79.13125731666666
"Lois Rautio",76273194402233451,7,24,1,False,71.20306499166666
"Lois Stanley",80451194805153169,26,33,2,NULL,68.06364559166667
"Lois Stringer",64639198812019723,26,45,5,False,91.77419594166668
"Lois Stubbert",33049193210138916,51,47,4,NULL,56.6939835
"Lois Volz",91024194707198268,29,16,4,NULL,69.00761078333333
"Lois Wallace",56045196305314493,13,16,5,NULL,71.88724174166667
"Lois Wolfe",15986193906037061,59,62,4,False,55.42670329166667
"Lola Atkins",18207200109169591,41,67,1,NULL,93.78362085
"Lola Coster",36645196802209855,43,30,1,False,75.70698990833333
"Lola Floyd",71026196903068862,43,33,4,False,79.21167309166667
"Lola Gaona",32301201701278175,42,7,6,False,73.44344045576031
"Lola Poehlman",21230200208213167,42,43,4,False,73.44344045576031
"Lola Ratcliff",93974193706221203,14,25,2,NULL,51.30343953333334
"Lola Welch",72276202004036617,10,2,3,False,76.52738001666667
"Long Gatlin",70196197405218294,31,47,3,False,76.92090198333334
"Long Welsh",60994199910182695,61,26,4,False,75.37194046666667
"Loni Moore",20069193004152157,40,59,5,NULL,73.44344045576031
"Lonnie Favors",60574201206013595,13,2,1,False,73.44344045576031
"Lonnie Griffin",39329198705219556,9,54,5,True,73.44344045576031
"Lonnie Isom",72203193201103388,23,61,5,False,73.44344045576031
"Lonnie Newson",35607202004284185,9,18,3,True,70.21090658333333
"Lonnie Polkinghorn",97731193307055196,28,16,2,False,73.44344045576031
"Lonnie Sharpe",39132196907063818,11,46,1,False,67.82696245
"Lora Bresler",50028197301186357,11,38,2,True,73.15405402500001
"Lora Parsons",48724197112085177,17,29,4,False,72.90972340833332
"Loraine Deibel",67740195708302200,31,9,5,False,79.32197251666666
"Loraine Wong",32727196508227653,23,62,2,NULL,64.89601463333334
"Lorelei Gracie",90558199204022984,12,45,2,False,73.44344045576031
"Loren Doughty",20504200811027607,17,15,6,False,84.34365658333334
"Loren Freese",49657193508067497,4,10,6,NULL,73.44344045576031
"Loren Harper",26758194506082221,28,6,6,NULL,66.41488186666666
"Loren Kenny",77431198701053552,43,49,1,False,87.00822526666666
"Lorena Davis",61887199106262124,13,25,1,False,78.288836975
"Lorena Fuller",45404199407294559,41,61,5,False,72.43547525833334
"Lorena Stickley",99771193503093648,1,47,3,False,62.987956025
"Lorena Walker",39942200710097696,15,43,6,False,79.2919368
"Lorenzo Blight",70591193310052452,50,25,2,False,73.44344045576031
"Lorenzo Layne",22155194206129479,7,22,2,False,64.45407785
"Lorenzo Small",21743198803186253,33,26,6,False,70.977779275
"Lorenzo Warner",24792198711262413,28,10,3,NULL,87.48533148333334
"Lorenzo Wilson",55219200702276285,23,11,3,False,78.90501281666667
"Loretta Ayala",13754200208132798,33,32,3,False,73.98030034166668
"Loretta Drake",10812196209104089,35,13,2,False,72.48111444166668
"Loretta George",35891201906285664,40,12,2,True,76.201156575
"Loretta Hammel",41967193304172954,32,36,6,False,73.44344045576031
"Loretta Mooney",23459199805113070,30,30,2,False,82.360343375
"Loretta Nicley",93905197504051301,25,46,1,False,72.74833698333333
"Loretta Potter",30848200901142764,10,21,2,False,63.79097435833333
"Loretta Raynor",79676197207027044,7,24,6,False,67.26488095833332
"Loretta Valenzuela",30463198607212494,25,8,5,NULL,79.81746518333334
"Loretta Wood",39577196105181001,61,55,4,False,69.93823809999999
"Loretta Wooley",80789196907173445,40,1,2,False,81.83045329166667
"Lori Barksdale",31077198104025250,39,37,4,NULL,75.30148167499999
"Lori Bodine",13266198705016527,9,41,4,NULL,82.03133148333333
"Lori Brice",46251201504185033,23,24,6,False,73.44344045576031
"Lori Duffie",35235198108283511,30,20,1,NULL,66.11031044166667
"Lori Faulkner",59183194205314375,2,14,1,False,69.914017375
"Lori Imperial",99527195809274722,3,24,4,NULL,80.08130584166666
"Lori Jackson",83850194512217563,17,42,3,False,72.32474815
"Lori Johnson",74813202005081132,30,27,4,NULL,76.95290017500001
"Lori Lewis",60119195212212798,45,39,5,NULL,73.44344045576031
"Lori Linzan",52549193207137384,43,67,4,False,50.366549424999995
"Lori Mahle",15844198612079667,7,20,6,False,83.717203275
"Lori Pierson",13660195201173319,36,61,4,NULL,75.29816571666666
"Lori Read",73958195908308168,5,23,5,False,65.623714275
"Lori Sanders",95763199104287263,57,33,4,True,74.38878111666666
"Lori Shirey",82314199902056772,14,43,1,False,86.73512635833333
"Lori Tidwell",69213193807167867,9,38,3,False,60.375431299999995
"Lori Turner",81504200605214219,31,36,3,False,77.537319575
"Lori Wagner",48523195407307723,53,2,2,False,65.31962180000001
"Lori Ward",36881195811157545,26,57,1,False,73.44344045576031
"Lori Warfield",89957193604297018,7,44,1,False,73.64616850000002
"Lori Warren",86551200403061763,8,66,2,NULL,77.13560896666667
"Lori Whitten",54494197903263808,4,39,2,False,73.91211904166667
"Lorie Bean",31437194203174470,17,25,2,NULL,70.23063002500001
"Lorie Luffy",63337200104266117,33,50,4,False,82.71126281666668
"Lorna Alexander",46942194006238446,7,29,2,False,63.310336975000006
"Lorna Gibbs",90501195809077773,22,27,6,False,73.44344045576031
"Lorna Kuan",91477199410296723,42,14,4,True,79.53636445
"Lorna Meredith",53494195906052537,37,57,4,NULL,57.49837635
"Lorna Nicholson",77424201610027456,9,37,5,False,81.607684025
"Lorraine Bradley",18034201501101100,18,1,1,False,79.00409339166667
"Lorraine Butler",91357201909147545,8,40,5,NULL,73.52189191666666
"Lorraine Delacerda",33580201706264502,49,18,4,False,73.44344045576031
"Lorraine Edwards",71225196710054115,34,59,1,False,72.663012825
"Lorraine Grosse",25310193702012686,38,20,2,False,60.43853936666667
"Lorraine Hammond",83369197501219792,18,65,2,NULL,90.38922435833334
"Lorraine Hill",43630196006178896,41,6,4,False,74.45609523333333
"Lorraine Kahaleua",83770194308286111,47,6,1,NULL,71.65778111666667
"Lorraine Kane",36818200810156235,45,3,4,False,79.44450545833335
"Lorraine Lopez",37211199502011860,11,26,3,False,93.92633333333333
"Lorraine Luster",50961197212116278,61,59,4,False,84.72234339166667
"Lorraine Merlo",72507200504147910,53,55,4,False,90.83375641666666
"Lorraine Morales",49199199701023113,2,12,1,NULL,88.77030585
"Lorraine Nemec",96861198710158745,42,21,6,NULL,74.94219413333333
"Lorraine Perez",24634199605181287,38,51,4,False,78.88745053333334
"Lorraine Reynolds",74179199401104650,40,26,5,False,84.91195878333335
"Lorraine Shingler",99718199101111550,16,26,1,False,88.225284775
"Lorraine Smith",64008193010133537,19,6,5,False,71.02733334999999
"Lorraine Williams",51533195008154204,59,34,4,False,61.97805858333333
"Lorriane Lipsky",71056201904239955,16,31,3,NULL,80.99400454166667
"Lorrie Musgrove",82867202005315172,9,58,5,False,73.44344045576031
"Lottie Browning",43152195811249228,45,13,2,False,76.72240658333334
"Lottie Corbett",59239198409081164,17,3,3,NULL,84.585031125
"Lottie Johnson",28615200510147756,33,20,6,False,73.44344045576031
"Lou Curci",34490199710141983,43,37,4,NULL,78.544978925
"Lou Mcadoo",62980202002016368,3,5,3,False,76.83902927499999
"Louella Cotton",28359199512195780,23,25,2,NULL,83.45293770833334
"Louella Raya",73258197512251396,5,32,5,False,76.11977746666668
"Louie Koehl",87996196803109041,56,56,2,False,72.45804851666668
"Louie Robles",28596200011112653,5,51,1,False,80.34461811666667
"Louis Bjorkman",88887193903033553,48,59,4,False,48.72171885833333
"Louis Carroll",99241196301122528,28,21,6,False,73.44344045576031
"Louis Cintron",14257197811233083,29,34,4,False,78.95996610833333
"Louis Clark",68600201901059511,24,13,4,False,71.44959337499999
"Louis Cross",97908197009216965,35,30,2,NULL,65.50785529166667
"Louis Duke",67978197111039205,20,63,2,False,68.338214275
"Louis Garner",33089195811301100,41,14,5,False,73.44344045576031
"Louis Held",56829197206205776,59,64,4,False,88.44118404166666
"Louis Hendrix",57416195404209514,50,8,4,False,80.96714834166666
"Louis Kirkland",16914201506246037,54,44,2,False,71.08425001666667
"Louis Noreen",24514196903016669,24,17,5,False,75.85531594166667
"Louis Phillips",96131199007226413,12,42,4,False,73.44344045576031
"Louis Poole",78667195006138114,26,19,3,False,73.01760896666667
"Louis Putzier",28274200303076530,21,25,3,False,56.91885989166666
"Louis Robledo",65220193211055517,58,26,4,NULL,73.44344045576031
"Louis Sealock",28057195202181947,5,41,3,NULL,76.4971117
"Louis Smith",55489198606181854,24,14,6,False,73.44344045576031
"Louis Tran",89004193908266804,4,4,6,False,65.03583334999999
"Louisa Defibaugh",91418200204128710,29,63,4,False,80.70059338333333
"Louise Boyden",48730197803304473,13,47,1,False,72.71383239166667
"Louise Cramer",71603200304041569,10,22,3,False,81.67030219166666
"Louise Eagleton",22769193008258963,53,11,2,False,67.03557875833333
"Louise Flanagan",88441194401236112,11,5,3,False,62.10398074999999
"Louise Garrett",25187201411021031,10,12,1,True,70.31112360833333
"Louise Gruen",14688201711098498,54,5,2,False,76.88363460833334
"Louise Hill",27369196205262466,46,39,2,NULL,80.98592855
"Louise Houston",11809196003073450,6,1,1,False,75.39478021666667
"Louise Mccarthy",59462200401243050,10,47,1,True,73.44344045576031
"Louise Sickafoose",13005193901154419,18,35,3,NULL,64.12529394166667
"Louise Wyland",46620199309059808,20,17,1,NULL,81.53215384166668
"Lourdes Carter",79121197205137329,55,4,4,False,76.47866118333333
"Lourdes Lanning",16078194408198432,41,35,5,False,61.30882596666667
"Lourdes Odonnell",34125193112158760,18,40,1,False,73.44344045576031
"Louvenia Kleffman",17665200205082433,34,29,6,False,76.17142399166667
"Lowell Cole",75319201304302358,13,16,6,False,69.15518589166668
"Lowell Kern",25523200807192518,30,30,4,False,73.44344045576031
"Lowell Marks",40714199610075822,1,9,4,False,86.04818862500001
"Lowell Smith",75628197106137845,43,20,6,NULL,61.44604210833333
"Loyce Lancaster",31047196910267621,59,20,4,False,82.98230128333333
"Luann Braunstein",97411198806243160,31,61,1,False,84.43109065833333
"Luann Hannon",53781194011202876,38,29,4,NULL,73.44344045576031
"Luann Kiel",36222201910156731,26,24,4,NULL,82.47485528333333
"Lucas Perkins",52448194311013150,7,6,3,NULL,73.44344045576031
"Lucia Birdwell",93258194501113446,19,4,2,False,74.04714743333334
"Luciana Lopez",75835199709097128,25,1,4,NULL,86.05705953333333
"Luciano Schlesser",91595198101048929,39,2,6,NULL,82.82017490833333
"Lucie Hawthorne",85918198601242137,33,8,5,False,89.08787635
"Lucila Buckley",98744196202144871,58,9,2,False,68.87014466666666
"Lucile Glaze",89513195001042756,19,54,2,False,67.90677285833333
"Lucile Humphrey",62745198701283140,33,1,4,False,77.56515659166666
"Lucille Bruce",52652200705204792,34,20,6,False,84.87483424166666
"Lucille Floyd",21588193310033630,28,9,6,True,73.44344045576031
"Lucille Foley",95556194809084617,12,28,5,False,71.688434975
"Lucille Guthrie",37614200804046769,38,31,6,False,87.14496975833333
"Lucille Hendrickson",97759199106241967,5,18,4,NULL,91.65675823333333
"Lucille Island",47988193804162388,23,28,2,False,68.40041023333335
"Lucille Mccoy",28302199201268777,35,53,5,False,73.44344045576031
"Lucille Mcdonald",51511195405198514,8,1,6,NULL,64.12571701666666
"Lucille Parham",71604197211026570,64,44,4,NULL,74.09303753333333
"Lucinda Carvajal",75029201405138232,32,19,6,False,74.38888367499999
"Lucinda Torres",60248194207035444,24,48,2,False,66.79751096666668
"Lucinda Whitley",44350199411086116,50,29,1,False,84.83516571666667
"Lucy Baker",53962199602173488,29,5,4,False,84.85569962499999
"Lucy Bradley",94105193705034808,41,22,5,False,50.834091566666665
"Lucy Calderon",13238198206068999,27,28,2,False,77.99527745833333
"Lucy Fleming",91797196506291922,27,11,1,False,73.44344045576031
"Lucy Mcwhorter",34902201401206063,21,33,5,False,73.44344045576031
"Lucy Omersa",23928195508275786,7,53,2,False,64.69956684166667
"Lucy Padilla",27026201803026413,41,46,1,False,79.20457144166667
